player,position,age,base_salary,signing_bonus,perf_bonus,total_salary,total_cap_hit,adjusted_cap_hit,cap_pct,team,season
Dion Phaneuf,D,33,"$5,500,000","$1,000,000",-,"$6,500,000","$7,000,000","$5,250,000",6.82,los-angeles-kings,2018/2019
Dmitrij Jaskin,RW,25,"$1,100,000",-,-,"$1,100,000","$1,100,000","$1,100,000",1.35,washington-capitals,2018/2019
Dmitry Kulikov,D,27,"$4,333,333",-,-,"$4,333,333","$4,333,333","$4,333,333",5.73,winnipeg-jets,2018/2019
Dmitry Kulikov,D,28,"$4,333,334",-,-,"$4,333,334","$4,333,334","$4,333,334",5.36,winnipeg-jets,2019/2020
Dmitry Orlov,D,27,"$4,500,000","$2,000,000",-,"$6,500,000","$5,100,000","$5,100,000",6.28,washington-capitals,2018/2019
Dmitry Orlov,D,28,"$4,500,000","$2,000,000",-,"$6,500,000","$5,100,000","$5,100,000",6.27,washington-capitals,2019/2020
Dmytro Timashov,LW,22,"$700,000",-,"$70,000","$154,283","$694,444","$153,094",0.23,detroit-red-wings,2019/2020
Dominic Toninato,C,25,"$775,000",-,-,"$595,881","$775,000","$595,881",0.75,florida-panthers,2019/2020
Dominik Kahun,C,23,"$832,500","$92,500","$2,850,000","$925,000","$925,000","$925,000",1.25,chicago-blackhawks,2018/2019
Dominik Kahun,C,24,"$832,500","$92,500","$2,850,000","$183,516","$925,000","$925,000",1.21,buffalo-sabres,2019/2020
Dominik Kubalik,LW,24,"$832,500","$92,500","$850,000","$925,000","$925,000","$925,000",1.34,chicago-blackhawks,2019/2020
Dominik Simon,C,24,"$750,000",-,-,"$750,000","$750,000","$750,000",0.98,pittsburgh-penguins,2018/2019
Dominik Simon,C,25,"$750,000",-,-,"$750,000","$750,000","$750,000",0.88,pittsburgh-penguins,2019/2020
Dougie Hamilton,D,25,"$5,750,000",-,-,"$5,750,000","$5,750,000","$5,750,000",9.17,carolina-hurricanes,2018/2019
Dougie Hamilton,D,26,"$6,000,000",-,-,"$6,000,000","$5,750,000","$5,750,000",6.39,carolina-hurricanes,2019/2020
Drake Caggiula,C,24,"$1,500,000",-,-,"$790,370","$1,500,000","$790,370",1.07,chicago-blackhawks,2018/2019
Drake Caggiula,C,25,"$1,500,000",-,-,"$1,500,000","$1,500,000","$1,500,000",2.17,chicago-blackhawks,2019/2020
Drew Doughty,D,28,"$7,650,000",-,-,"$7,650,000","$7,000,000","$7,000,000",9.1,los-angeles-kings,2018/2019
Drew Doughty,D,29,"$2,000,000","$10,000,000",-,"$12,000,000","$11,000,000","$11,000,000",16.84,los-angeles-kings,2019/2020
Drew Stafford,RW,32,"$810,000",-,-,"$810,000","$810,000","$810,000",1.29,new-jersey-devils,2018/2019
Dryden Hunt,LW,23,"$715,000",-,-,"$349,804","$715,000","$349,804",0.44,florida-panthers,2019/2020
Duncan Keith,D,35,"$4,500,000",-,-,"$4,500,000","$5,538,462","$5,538,462",7.49,chicago-blackhawks,2018/2019
Duncan Keith,D,36,"$3,500,000",-,-,"$3,500,000","$5,538,462","$5,538,462",8.03,chicago-blackhawks,2019/2020
Dustin Brown,RW,33,"$5,500,000",-,-,"$5,500,000","$5,875,000","$5,875,000",7.64,los-angeles-kings,2018/2019
Dustin Brown,RW,34,"$5,500,000",-,-,"$5,500,000","$5,875,000","$5,875,000",9.0,los-angeles-kings,2019/2020
Dustin Byfuglien,D,33,"$8,000,000",-,-,"$8,000,000","$7,600,000","$7,600,000",10.05,winnipeg-jets,2018/2019
Dylan Demelo,D,25,"$900,000",-,-,"$900,000","$900,000","$900,000",1.29,ottawa-senators,2018/2019
Dylan Demelo,D,26,"$900,000",-,-,"$227,433","$900,000","$227,433",0.28,winnipeg-jets,2019/2020
Dylan Gambrell,C,23,"$700,000",-,-,"$556,924","$700,000","$556,924",0.77,san-jose-sharks,2019/2020
Dylan Larkin,C,22,"$5,750,000","$1,000,000",-,"$6,750,000","$6,100,000","$6,100,000",8.81,detroit-red-wings,2018/2019
Dylan Larkin,C,23,"$7,000,000",-,-,"$7,000,000","$6,100,000","$6,100,000",8.97,detroit-red-wings,2019/2020
Dylan Strome,C,21,"$832,500",-,"$2,475,000","$595,308","$863,333","$617,386",0.84,chicago-blackhawks,2018/2019
Dylan Strome,C,22,"$832,500",-,"$2,475,000","$832,500","$863,333","$863,333",1.25,chicago-blackhawks,2019/2020
Egor Yakovlev,D,27,"$832,500","$92,500",-,"$530,124","$925,000","$437,624",0.7,new-jersey-devils,2018/2019
Elias Lindholm,C,23,"$4,850,000",-,-,"$4,850,000","$4,850,000","$4,850,000",6.19,calgary-flames,2018/2019
Elias Lindholm,C,24,"$5,850,000",-,-,"$5,850,000","$4,850,000","$4,850,000",6.34,calgary-flames,2019/2020
Elias Pettersson,C,19,"$832,500","$92,500","$2,850,000","$925,000","$925,000","$925,000",1.29,vancouver-canucks,2018/2019
Elias Pettersson,C,20,"$832,500","$92,500","$2,850,000","$925,000","$925,000","$925,000",1.09,vancouver-canucks,2019/2020
Elvis Merzlikins,G,24,"$832,500","$92,500",-,"$80,568","$925,000","$89,514",0.12,columbus-blue-jackets,2018/2019
Elvis Merzlikins,G,25,"$874,125",-,-,"$874,125","$874,125","$874,125",1.13,columbus-blue-jackets,2019/2020
Emil Bemstrom,C,20,"$832,500","$92,500","$425,000","$925,000","$925,000","$925,000",1.19,columbus-blue-jackets,2019/2020
Eric Comrie,G,23,"$650,000",-,-,"$69,900","$650,000","$69,900",0.09,winnipeg-jets,2018/2019
Eric Fehr,C,33,"$1,000,000",-,-,"$1,000,000","$1,000,000","$1,000,000",1.32,minnesota-wild,2018/2019
Eric Robinson,LW,23,"$832,500","$92,500",-,"$387,916","$925,000","$328,218",0.43,columbus-blue-jackets,2018/2019
Eric Robinson,LW,24,"$874,125",-,-,"$686,200","$874,125","$686,200",0.88,columbus-blue-jackets,2019/2020
Eric Staal,C,33,"$3,500,000",-,-,"$3,500,000","$3,500,000","$3,500,000",4.61,minnesota-wild,2018/2019
Eric Staal,C,34,"$3,500,000",-,-,"$3,500,000","$3,250,000","$3,250,000",4.16,minnesota-wild,2019/2020
Erik Cernak,D,21,"$650,000",-,"$202,500","$506,775","$697,500","$543,750",0.7,tampa-bay-lightning,2018/2019
Erik Cernak,D,22,"$700,000",-,"$147,500","$700,000","$697,500","$697,500",0.85,tampa-bay-lightning,2019/2020
Erik Gudbranson,D,26,"$3,750,000","$750,000",-,"$826,601","$4,000,000","$881,705",1.15,pittsburgh-penguins,2018/2019
Erik Gustafsson,D,26,"$1,000,000","$200,000",-,"$1,200,000","$1,200,000","$1,200,000",1.62,chicago-blackhawks,2018/2019
Erik Gustafsson,D,27,"$1,400,000","$400,000",-,"$308,607","$1,200,000","$1,200,000",1.57,calgary-flames,2019/2020
Erik Haula,C,28,"$2,750,000",-,-,"$606,185","$2,750,000","$2,750,000",3.44,florida-panthers,2019/2020
Erik Johnson,D,30,"$6,000,000",-,-,"$6,000,000","$6,000,000","$6,000,000",8.48,colorado-avalanche,2018/2019
Erik Johnson,D,31,"$6,000,000",-,-,"$6,000,000","$6,000,000","$6,000,000",7.59,colorado-avalanche,2019/2020
Erik Karlsson,D,28,"$7,500,000",-,-,"$7,500,000","$6,500,000","$6,500,000",8.1,san-jose-sharks,2018/2019
Esa Lindell,D,24,"$2,200,000",-,-,"$2,200,000","$2,200,000","$2,200,000",2.98,dallas-stars,2018/2019
Esa Lindell,D,25,"$6,000,000","$1,000,000",-,"$7,000,000","$5,800,000","$5,800,000",7.6,dallas-stars,2019/2020
Ethan Bear,D,22,"$700,000",-,"$20,000","$696,155","$720,000","$716,135",0.89,edmonton-oilers,2019/2020
Evan Rodrigues,LW,25,"$650,000",-,-,"$650,000","$650,000","$650,000",0.85,buffalo-sabres,2018/2019
Evan Rodrigues,LW,26,"$2,000,000",-,-,"$440,873","$2,000,000","$2,000,000",2.35,pittsburgh-penguins,2019/2020
Evander Kane,LW,27,"$6,000,000","$3,000,000",-,"$9,000,000","$7,000,000","$7,000,000",8.72,san-jose-sharks,2018/2019
Evander Kane,LW,28,"$6,000,000","$2,000,000",-,"$7,887,096","$7,000,000","$7,000,000",9.64,san-jose-sharks,2019/2020
Evgeni Dadonov,LW,29,"$2,750,000","$1,000,000",-,"$3,750,000","$4,000,000","$4,000,000",5.21,florida-panthers,2018/2019
Evgeni Dadonov,LW,30,"$2,600,000","$1,000,000",-,"$3,600,000","$4,000,000","$4,000,000",5.0,florida-panthers,2019/2020
Evgeni Malkin,C,32,"$9,500,000",-,-,"$9,500,000","$9,500,000","$9,500,000",12.42,pittsburgh-penguins,2018/2019
Evgeni Malkin,C,33,"$9,500,000",-,-,"$9,500,000","$9,500,000","$9,500,000",11.17,pittsburgh-penguins,2019/2020
Evgeny Kuznetsov,C,26,"$5,000,000","$5,000,000",-,"$10,000,000","$7,800,000","$7,800,000",9.6,washington-capitals,2018/2019
Evgeny Kuznetsov,C,27,"$3,400,000","$5,000,000",-,"$8,400,000","$7,800,000","$7,800,000",9.59,washington-capitals,2019/2020
Filip Chytil,LW,19,"$832,500","$92,500","$350,000","$925,000","$894,166","$894,166",1.2,new-york-rangers,2018/2019
Filip Chytil,LW,20,"$832,500","$92,500","$350,000","$808,660","$894,166","$769,120",1.07,new-york-rangers,2019/2020
Filip Forsberg,C,24,"$6,000,000",-,-,"$6,000,000","$6,000,000","$6,000,000",7.91,nashville-predators,2018/2019
Filip Forsberg,C,25,"$6,000,000",-,-,"$6,000,000","$6,000,000","$6,000,000",7.58,nashville-predators,2019/2020
Filip Hronek,D,21,"$700,000",-,"$182,500","$700,000","$714,166","$714,166",1.05,detroit-red-wings,2019/2020
Frank Vatrano,LW,24,"$925,000",-,-,"$925,000","$925,000","$925,000",1.2,florida-panthers,2018/2019
Frank Vatrano,LW,25,"$2,500,000",-,-,"$2,500,000","$2,533,333","$2,533,333",3.17,florida-panthers,2019/2020
Frans Nielsen,C,34,"$6,000,000",-,-,"$6,000,000","$5,250,000","$5,250,000",7.58,detroit-red-wings,2018/2019
Frans Nielsen,C,35,"$5,500,000",-,-,"$5,500,000","$5,250,000","$5,250,000",7.72,detroit-red-wings,2019/2020
Frederick Gaudreau,C,25,"$650,000",-,-,"$650,000","$666,666","$666,666",0.88,nashville-predators,2018/2019
Frederik Andersen,G,28,"$5,000,000",-,-,"$5,000,000","$5,000,000","$5,000,000",6.59,toronto-maple-leafs,2018/2019
Frederik Andersen,G,29,"$2,000,000","$3,000,000",-,"$5,000,000","$5,000,000","$5,000,000",6.09,toronto-maple-leafs,2019/2020
Frederik Gauthier,C,23,"$650,000",-,-,"$650,000","$675,000","$675,000",0.89,toronto-maple-leafs,2018/2019
Frederik Gauthier,C,24,"$700,000",-,-,"$700,000","$675,000","$675,000",0.82,toronto-maple-leafs,2019/2020
Fredrik Claesson,D,25,"$700,000",-,-,"$700,000","$700,000","$700,000",0.94,new-york-rangers,2018/2019
Fredrik Claesson,D,26,"$700,000",-,-,"$154,283","$700,000","$154,283",0.25,new-jersey-devils,2019/2020
Gabe Vilardi,C,20,"$832,500","$92,500","$850,000","$293,920","$894,167","$223,785",0.34,los-angeles-kings,2019/2020
Gabriel Bourque,LW,28,"$950,000",-,-,"$950,000","$950,000","$950,000",1.34,colorado-avalanche,2018/2019
Gabriel Bourque,LW,29,"$700,000",-,-,"$700,000","$700,000","$700,000",0.87,winnipeg-jets,2019/2020
Gabriel Carlsson,D,22,"$832,500",-,-,"$3,491,826","$894,166","$374,946",0.48,columbus-blue-jackets,2019/2020
Gabriel Landeskog,LW,25,"$6,000,000",-,-,"$6,000,000","$5,571,429","$5,571,429",7.87,colorado-avalanche,2018/2019
Gabriel Landeskog,LW,26,"$6,000,000",-,-,"$6,000,000","$5,571,429","$5,571,429",7.05,colorado-avalanche,2019/2020
Garnet Hathaway,RW,26,"$850,000",-,-,"$850,000","$850,000","$850,000",1.08,calgary-flames,2018/2019
Garnet Hathaway,RW,27,"$700,000","$1,300,000",-,"$2,000,000","$1,500,000","$1,500,000",1.85,washington-capitals,2019/2020
Garret Sparks,G,25,"$700,000",-,-,"$700,000","$675,000","$675,000",0.89,toronto-maple-leafs,2018/2019
Garrett Wilson,RW,27,"$650,000",-,-,"$426,390","$650,000","$426,390",0.56,pittsburgh-penguins,2018/2019
Gaëtan Haas,C,27,"$832,500","$92,500","$637,500","$889,228","$925,000","$885,194",1.1,edmonton-oilers,2019/2020
Greg McKegg,C,26,"$715,000",-,-,"$607,492","$715,000","$357,492",0.57,carolina-hurricanes,2018/2019
Greg McKegg,C,27,"$750,000",-,-,"$750,000","$750,000","$750,000",1.04,new-york-rangers,2019/2020
Greg Pateryn,D,28,"$1,750,000",-,-,"$1,750,000","$2,250,000","$2,250,000",2.96,minnesota-wild,2018/2019
Greg Pateryn,D,29,"$2,250,000",-,-,"$2,250,000","$2,250,000","$2,250,000",2.88,minnesota-wild,2019/2020
Guillaume Brisebois,D,21,"$700,000",-,"$132,500","$229,543","$697,500","$228,750",0.32,vancouver-canucks,2018/2019
Gustav Forsling,D,22,"$832,500","$92,500",-,"$832,500","$872,500","$769,324",1.04,chicago-blackhawks,2018/2019
Gustav Lindstrom,D,20,"$700,000","$92,500","$132,500","$314,517","$775,833","$246,089",0.36,detroit-red-wings,2019/2020
Gustav Nyquist,RW,29,"$5,500,000",-,-,"$1,212,370","$4,750,000","$1,046,990",1.3,san-jose-sharks,2018/2019
Gustav Nyquist,RW,30,"$6,000,000",-,-,"$6,000,000","$5,500,000","$5,500,000",7.08,columbus-blue-jackets,2019/2020
Hampus Lindholm,D,24,"$6,750,000",-,-,"$6,750,000","$5,205,556","$5,205,556",6.83,anaheim-ducks,2018/2019
Hampus Lindholm,D,25,"$5,250,000",-,-,"$5,250,000","$5,205,556","$5,205,556",6.48,anaheim-ducks,2019/2020
Haydn Fleury,D,22,"$832,500",-,"$850,000","$571,312","$863,333","$519,904",0.83,carolina-hurricanes,2018/2019
Haydn Fleury,D,23,"$850,000",-,-,"$850,000","$850,000","$850,000",0.94,carolina-hurricanes,2019/2020
Henri Jokiharju,D,20,"$832,500","$92,500","$425,000","$920,560","$925,000","$920,005",1.21,buffalo-sabres,2019/2020
Henrik Borgstrom,C,21,"$832,500","$92,500","$850,000","$598,288","$925,000","$561,949",0.73,florida-panthers,2018/2019
Henrik Lundqvist,G,36,"$7,500,000",-,-,"$7,500,000","$8,500,000","$8,500,000",11.42,new-york-rangers,2018/2019
Henrik Lundqvist,G,37,"$7,000,000",-,-,"$7,000,000","$8,500,000","$8,500,000",11.79,new-york-rangers,2019/2020
Ian Cole,D,29,"$5,000,000",-,-,"$5,000,000","$4,250,000","$4,250,000",6.01,colorado-avalanche,2018/2019
Ian Cole,D,30,"$4,750,000",-,-,"$4,750,000","$4,250,000","$4,250,000",5.38,colorado-avalanche,2019/2020
Ian McCoshen,D,23,"$832,500","$92,500",-,"$455,056","$925,000","$402,813",0.52,florida-panthers,2018/2019
Igor Ozhiganov,D,25,"$832,500","$92,500","$850,000","$925,000","$925,000","$925,000",1.22,toronto-maple-leafs,2018/2019
Igor Shesterkin,G,23,"$832,500","$92,500","$2,850,000","$459,532","$925,000","$407,786",0.57,new-york-rangers,2019/2020
Ilya Kovalchuk,LW,35,"$650,000","$7,850,000",-,"$8,500,000","$6,250,000","$6,250,000",8.12,los-angeles-kings,2018/2019
Ilya Kovalchuk,LW,36,"$700,000",-,-,"$158,046","$700,000","$350,000",0.43,washington-capitals,2019/2020
Ilya Lyubushkin,D,24,"$832,500","$92,500","$425,000","$925,000","$925,000","$925,000",1.26,arizona-coyotes,2018/2019
Ilya Lyubushkin,D,25,"$874,125",-,-,"$827,200","$874,125","$827,200",1.05,arizona-coyotes,2019/2020
Ilya Mikheyev,LW,24,"$832,500","$92,500",-,"$925,000","$925,000","$925,000",1.13,toronto-maple-leafs,2019/2020
Ilya Samsonov,G,22,"$832,500","$92,500","$550,000","$907,132","$925,000","$905,086",1.11,washington-capitals,2019/2020
Ivan Barbashev,C,22,"$832,500",-,-,"$832,500","$741,666","$741,666",0.93,st-louis-blues,2018/2019
Ivan Barbashev,C,23,"$1,400,000",-,-,"$1,400,000","$1,475,000","$1,475,000",1.81,st-louis-blues,2019/2020
Ivan Provorov,D,21,"$832,500",-,"$850,000","$832,500","$894,167","$894,167",1.26,philadelphia-flyers,2018/2019
Ivan Provorov,D,22,"$6,750,000",-,-,"$6,750,000","$6,750,000","$6,750,000",8.33,philadelphia-flyers,2019/2020
J.T Compher,C,23,"$832,500","$92,500","$100,000","$92,500","$925,000","$925,000",1.31,colorado-avalanche,2018/2019
J.T Compher,C,24,"$3,400,000",-,-,"$3,400,000","$3,500,000","$3,500,000",4.43,colorado-avalanche,2019/2020
J.T. Brown,RW,28,"$675,000",-,-,"$606,043","$687,500","$617,232",0.81,minnesota-wild,2018/2019
J.T. Miller,C,25,"$5,250,000",-,-,"$5,250,000","$5,250,000","$5,250,000",6.71,tampa-bay-lightning,2018/2019
J.T. Miller,C,26,"$6,000,000",-,-,"$6,000,000","$5,250,000","$5,250,000",6.17,vancouver-canucks,2019/2020
Jaccob Slavin,D,24,"$5,500,000",-,-,"$5,500,000","$5,300,000","$5,300,000",8.45,carolina-hurricanes,2018/2019
Jaccob Slavin,D,25,"$5,500,000",-,-,"$5,500,000","$5,300,000","$5,300,000",5.89,carolina-hurricanes,2019/2020
Jack Campbell,G,26,"$650,000",-,-,"$650,000","$675,000","$675,000",0.88,los-angeles-kings,2018/2019
Jack Campbell,G,27,"$700,000",-,-,"$225,780","$675,000","$675,000",0.82,toronto-maple-leafs,2019/2020
Jack Eichel,C,21,"$10,000,000",-,-,"$10,000,000","$10,000,000","$10,000,000",13.05,buffalo-sabres,2018/2019
Jack Eichel,C,22,"$10,000,000",-,-,"$10,000,000","$10,000,000","$10,000,000",13.12,buffalo-sabres,2019/2020
Jack Hughes,C,18,"$832,500","$92,500","$2,850,000","$925,000","$925,000","$925,000",1.47,new-jersey-devils,2019/2020
Jack Johnson,D,31,"$1,750,000","$2,250,000",-,"$4,000,000","$3,250,000","$3,250,000",4.25,pittsburgh-penguins,2018/2019
Jack Johnson,D,32,"$4,000,000",-,-,"$4,000,000","$3,250,000","$3,250,000",3.82,pittsburgh-penguins,2019/2020
Jack Roslovic,C,21,"$832,500","$92,500","$212,500","$832,500","$894,167","$894,167",1.18,winnipeg-jets,2018/2019
Jack Roslovic,C,22,"$832,500",-,-,"$832,500","$894,167","$894,167",1.11,winnipeg-jets,2019/2020
Jacob De La Rose,LW,23,"$850,000",-,-,"$786,040","$900,000","$832,308",1.2,detroit-red-wings,2018/2019
Jacob De La Rose,LW,24,"$950,000",-,-,"$950,000","$900,000","$900,000",1.11,st-louis-blues,2019/2020
Jacob Larsson,D,22,"$832,500",-,-,"$832,500","$894,166","$821,997",1.02,anaheim-ducks,2019/2020
Jacob Markstrom,G,28,"$1,600,000","$2,000,000",-,"$3,600,000","$3,666,666","$3,666,666",5.1,vancouver-canucks,2018/2019
Jacob Markstrom,G,29,"$2,000,000","$2,000,000",-,"$4,000,000","$3,666,668","$3,666,668",4.31,vancouver-canucks,2019/2020
Jacob Middleton,D,23,"$700,000","$70,000",-,"$423,722","$735,000","$371,488",0.51,san-jose-sharks,2019/2020
Jacob Muzzin,D,29,"$4,450,000",-,-,"$1,626,900","$4,000,000","$1,462,340",1.93,toronto-maple-leafs,2018/2019
Jacob Muzzin,D,30,"$4,450,000",-,-,"$4,450,000","$4,000,000","$4,000,000",4.87,toronto-maple-leafs,2019/2020
Jacob Trouba,D,24,"$5,500,000",-,-,"$5,500,000","$5,500,000","$5,500,000",7.27,winnipeg-jets,2018/2019
Jacob Trouba,D,25,"$4,000,000","$8,000,000",-,"$12,000,000","$8,000,000","$8,000,000",11.1,new-york-rangers,2019/2020
Jaden Schwartz,LW,26,"$6,250,000",-,-,"$6,250,000","$5,350,000","$5,350,000",6.68,st-louis-blues,2018/2019
Jaden Schwartz,LW,27,"$5,750,000",-,-,"$5,750,000","$5,350,000","$5,350,000",6.58,st-louis-blues,2019/2020
Jake Allen,G,28,"$4,350,000",-,-,"$4,350,000","$4,350,000","$4,350,000",5.43,st-louis-blues,2018/2019
Jake Allen,G,29,"$5,200,000",-,-,"$5,200,000","$4,350,000","$4,350,000",5.35,st-louis-blues,2019/2020
Jake Bean,D,20,"$832,500","$92,500",-,"$202,784","$863,333","$41,774",0.07,carolina-hurricanes,2018/2019
Jake DeBrusk,LW,21,"$832,500",-,"$450,000",-,"$863,333","$863,333",1.11,boston-bruins,2018/2019
Jake DeBrusk,LW,22,"$832,500",-,-,"$832,500","$863,333","$863,333",1.12,boston-bruins,2019/2020
Jake Gardiner,D,28,"$3,650,000","$400,000",-,"$4,050,000","$4,050,000","$4,050,000",5.34,toronto-maple-leafs,2018/2019
Jake Gardiner,D,29,"$3,650,000",-,-,"$3,650,000","$4,050,000","$4,050,000",4.5,carolina-hurricanes,2019/2020
Jake Guentzel,C,23,"$700,000","$92,500","$132,500","$792,500","$734,166","$734,166",0.96,pittsburgh-penguins,2018/2019
Jake Guentzel,C,24,"$7,000,000",-,-,"$7,000,000","$6,000,000","$6,000,000",7.05,pittsburgh-penguins,2019/2020
Jake Kielly,G,22,"$832,500","$92,500",-,"$123,832","$925,000","$34,811",0.05,vancouver-canucks,2018/2019
Jake McCabe,D,24,"$1,775,000",-,-,"$1,775,000","$1,600,000","$1,600,000",2.09,buffalo-sabres,2018/2019
Jake McCabe,D,25,"$2,900,000",-,-,"$2,900,000","$2,850,000","$2,850,000",3.74,buffalo-sabres,2019/2020
Jake Virtanen,LW,22,"$800,000","$200,000",-,"$1,000,000","$1,250,000","$1,250,000",1.74,vancouver-canucks,2018/2019
Jake Virtanen,LW,23,"$1,400,000","$100,000",-,"$1,500,000","$1,250,000","$1,250,000",1.47,vancouver-canucks,2019/2020
Jakob Chychrun,D,20,"$832,500","$92,500","$425,000","$1,257,500","$925,000","$925,000",1.26,arizona-coyotes,2018/2019
Jakob Chychrun,D,21,"$2,200,000","$400,000",-,"$2,600,000","$4,600,000","$4,600,000",5.87,arizona-coyotes,2019/2020
Jakob Lilja,LW,26,"$700,000","$92,500","$132,500","$625,125","$792,500","$532,625",0.69,columbus-blue-jackets,2019/2020
Jakob Silfverberg,RW,27,"$3,750,000",-,-,"$3,750,000","$3,750,000","$3,750,000",4.92,anaheim-ducks,2018/2019
Jakob Silfverberg,RW,28,"$5,250,000",-,-,"$5,250,000","$5,250,000","$5,250,000",6.54,anaheim-ducks,2019/2020
Jakub Voracek,RW,29,"$7,250,000","$2,000,000",-,"$9,250,000","$8,250,063","$8,250,063",11.66,philadelphia-flyers,2018/2019
Jakub Voracek,RW,30,"$7,250,000","$2,000,000",-,"$9,250,000","$8,250,063","$8,250,063",10.18,philadelphia-flyers,2019/2020
Jakub Vrana,LW,22,"$832,500",-,"$600,000","$832,500","$863,333","$863,333",1.06,washington-capitals,2018/2019
Jakub Vrana,LW,23,"$2,700,000","$1,000,000",-,"$3,700,000","$3,350,000","$3,350,000",4.12,washington-capitals,2019/2020
James Neal,LW,31,"$5,750,000",-,-,"$5,750,000","$5,750,000","$5,750,000",7.34,calgary-flames,2018/2019
James Neal,LW,32,"$5,750,000",-,-,"$5,750,000","$5,750,000","$5,750,000",7.14,edmonton-oilers,2019/2020
James Reimer,G,30,"$3,000,000",-,-,"$3,000,000","$3,400,000","$3,400,000",4.43,florida-panthers,2018/2019
James Reimer,G,31,"$3,000,000",-,-,"$3,000,000","$3,400,000","$3,400,000",3.78,carolina-hurricanes,2019/2020
James Van Riemsdyk,LW,29,"$7,000,000","$1,000,000",-,"$8,000,000","$7,000,000","$7,000,000",9.89,philadelphia-flyers,2018/2019
James Van Riemsdyk,LW,30,"$7,000,000","$1,000,000",-,"$8,000,000","$7,000,000","$7,000,000",8.64,philadelphia-flyers,2019/2020
Jamie Benn,LW,29,"$5,000,000","$8,000,000",-,"$13,000,000","$9,500,000","$9,500,000",12.85,dallas-stars,2018/2019
Jamie Benn,LW,30,"$5,000,000","$8,000,000",-,"$13,000,000","$9,500,000","$9,500,000",12.44,dallas-stars,2019/2020
Jamie McGinn,LW,30,"$3,500,000",-,-,"$3,500,000","$3,333,334","$3,333,334",4.34,florida-panthers,2018/2019
Jamie Oleksiak,D,25,"$1,950,000",-,-,"$712,912","$2,137,500","$781,456",1.06,dallas-stars,2018/2019
Jamie Oleksiak,D,26,"$1,962,500",-,-,"$1,962,500","$2,137,500","$2,137,500",2.8,dallas-stars,2019/2020
Jan Rutta,D,28,"$1,750,000",-,-,"$809,174","$2,300,000","$1,063,476",1.36,tampa-bay-lightning,2018/2019
Jan Rutta,D,29,"$1,300,000",-,-,"$1,300,000","$1,300,000","$1,300,000",1.59,tampa-bay-lightning,2019/2020
Jansen Harkins,C,22,"$725,000","$92,500","$107,500","$413,188","$767,500","$437,356",0.54,winnipeg-jets,2019/2020
Jared McCann,LW,22,"$1,125,000","$125,000",-,"$387,072","$1,250,000","$430,080",0.56,pittsburgh-penguins,2018/2019
Jared McCann,LW,23,"$1,250,000",-,-,"$1,250,000","$1,250,000","$1,250,000",1.47,pittsburgh-penguins,2019/2020
Jared Spurgeon,D,28,"$5,500,000",-,-,"$5,500,000","$5,187,500","$5,187,500",6.83,minnesota-wild,2018/2019
Jared Spurgeon,D,29,"$5,500,000",-,-,"$5,500,000","$5,187,500","$5,187,500",6.64,minnesota-wild,2019/2020
Jaroslav Halak,G,33,"$3,250,000",-,-,"$3,250,000","$2,750,000","$2,750,000",3.53,boston-bruins,2018/2019
Jaroslav Halak,G,34,"$2,250,000",-,-,"$2,250,000","$2,750,000","$2,750,000",3.56,boston-bruins,2019/2020
Jarred Tinordi,D,27,"$700,000",-,-,"$342,433","$700,000","$342,433",0.43,nashville-predators,2019/2020
Jason Demers,D,30,"$3,850,000",-,-,"$3,850,000","$3,937,500","$3,937,500",5.36,arizona-coyotes,2018/2019
Jason Demers,D,31,"$3,150,000",-,-,"$3,150,000","$3,937,500","$3,937,500",5.02,arizona-coyotes,2019/2020
Jason Dickinson,C,24,"$875,000",-,-,"$875,000","$875,000","$875,000",1.18,dallas-stars,2018/2019
Jason Dickinson,C,25,"$1,400,000",-,-,"$1,400,000","$1,500,000","$1,500,000",1.96,dallas-stars,2019/2020
Jason Pominville,RW,35,"$5,000,000",-,-,"$5,000,000","$5,600,000","$5,600,000",7.31,buffalo-sabres,2018/2019
Jason Spezza,C,35,"$7,500,000",-,-,"$7,500,000","$7,500,000","$7,500,000",10.14,dallas-stars,2018/2019
Jason Spezza,C,36,"$700,000",-,-,"$700,000","$700,000","$700,000",0.85,toronto-maple-leafs,2019/2020
Jason Zucker,LW,26,"$5,000,000",-,-,"$5,000,000","$5,500,000","$5,500,000",7.25,minnesota-wild,2018/2019
Jason Zucker,LW,27,"$6,250,000",-,-,"$1,848,110","$5,500,000","$5,500,000",6.47,pittsburgh-penguins,2019/2020
Jay Beagle,RW,32,"$1,400,000","$3,000,000",-,"$4,400,000","$3,000,000","$3,000,000",4.17,vancouver-canucks,2018/2019
Jay Beagle,RW,33,"$1,200,000","$2,000,000",-,"$3,200,000","$3,000,000","$3,000,000",3.53,vancouver-canucks,2019/2020
Jay Bouwmeester,D,35,"$5,400,000",-,-,"$5,400,000","$5,400,000","$5,400,000",6.74,st-louis-blues,2018/2019
Jayce Hawryluk,C,23,"$874,125",-,-,"$220,900","$874,125","$220,900",0.31,ottawa-senators,2019/2020
Jean-Gabriel Pageau,C,25,"$3,300,000",-,-,"$3,300,000","$3,100,000","$3,100,000",4.46,ottawa-senators,2018/2019
Jean-Gabriel Pageau,C,26,"$3,400,000",-,-,"$749,480","$3,100,000","$3,100,000",3.61,new-york-islanders,2019/2020
